,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,Date
2001,28,Syracuse,ACC,1,1–0 1–0,103.3 22,102.3 30,.5262 28,39.7 56,46.2 20,5.4 1,19.0 31,26.9 32,32.6 42,30.1 28,25.8 24,34.1 59,43.6 17,31.3 35,33.3 32,43.8 15,40.9 37,64.6 43,+0.14 11,2022-02-21
2002,50,Florida St.,ACC,1,0–1 0–1,85.4 54,104.4 35,.0905 50,37.5 58,57.8 52,28.5 57,27.0 5,39.5 6,40.0 56,26.8 34,8.6 4,40.5 53,53.1 43,21.1 59,42.3 50,33.9 41,44.8 48,69.0 24,-0.6 41,2022-02-21
2003,1,Texas Tech,B12,1,1–0 1–0,104.1 32,64.5 1,.9960 1,62.2 12,45.6 13,24.6 50,32.3 1,23.8 30,3.7 1,18.4 41,4.4 1,74.2 1,40.0 9,27.8 47,35.0 29,36.7 29,44.4 41,67.1 34,+0.42 5,2022-02-22
2004,2,Iowa,B10,1,1–0 1–0,122.9 9,79.9 4,.9930 2,52.3 28,40.8 6,11.2 9,16.7 28,25.6 22,29.2 39,30.8 23,5.6 2,43.2 44,37.8 5,42.9 14,30.8 19,43.1 17,36.6 27,71.2 11,+0.37 6,2022-02-22
2005,5,Miami FL,ACC,1,1–0 1–0,123.6 8,91.7 15,.9686 5,62.9 11,52.9 32,16.9 30,28.2 4,20.7 39,29.4 40,27.6 29,32.7 39,60.5 16,57.1 38,45.0 11,29.4 15,34.5 36,32.7 17,74.3 5,+0.23 10,2022-02-22
2006,7,Kansas,B12,1,1–0 1–0,133.2 1,100.7 25,.9613 7,75.8 1,55.1 35,20.3 42,19.0 21,20.0 40,27.0 37,14.1 47,16.2 13,65.0 9,58.3 40,62.5 1,34.4 26,37.5 27,47.1 44,79.6 1,+0.31 8,2022-02-22
2007,8,Tennessee,SEC,1,1–0 1–0,118.4 15,91.3 14,.9520 8,52.4 27,41.3 9,13.2 16,19.1 20,31.6 10,22.2 22,30.6 24,44.2 51,43.2 44,43.8 14,50.0 5,25.0 6,29.0 48,38.5 31,69.5 16,+0.30 9,2022-02-22
2008,9,Northwestern,B10,1,1–0 1–0,115.6 19,91.0 13,.9403 9,60.8 13,47.4 17,17.7 32,22.1 11,22.6 33,31.4 45,10.0 51,20.7 21,60.7 15,50.0 26,40.6 18,29.2 14,53.3 5,41.4 37,63.7 45,+0.17 14,2022-02-22
2009,10,Connecticut,BE,1,1–0 1–0,124.2 7,98.2 22,.9375 10,55.4 21,58.7 41,12.9 14,22.5 10,26.7 21,24.0 28,19.6 39,41.3 48,50.0 27,47.4 18,41.7 15,44.4 45,42.9 19,58.7 56,67.1 34,+0.6 1,2022-02-22
2010,12,Arkansas,SEC,1,1–0 1–0,127.1 2,104.6 28,.9044 12,51.6 33,51.7 25,9.0 3,13.4 37,34.3 6,22.9 25,31.7 19,31.0 35,48.9 32,54.5 34,38.9 21,32.0 22,28.6 49,43.1 39,68.7 25,+0.6 2,2022-02-22
2011,14,Villanova,BE,1,0–1 0–1,119.9 13,102.0 26,.8650 14,58.7 16,55.4 36,22.5 47,12.9 42,24.0 28,26.7 36,41.3 9,19.6 18,47.4 37,50.0 26,44.4 12,41.7 41,58.7 1,42.9 38,64.1 42,-0.28 32,2022-02-22
2012,17,Alabama,SEC,1,1–0 1–0,108.4 28,93.1 17,.8516 17,44.8 45,42.5 10,24.3 49,21.6 12,35.9 3,30.8 43,43.1 8,67.9 56,46.7 40,37.5 4,28.6 44,33.3 23,48.3 10,39.6 33,73.7 6,+0.6 3,2022-02-22
2013,21,Vanderbilt,SEC,1,0–1 0–1,101.1 36,89.1 9,.8106 21,42.5 47,44.8 12,21.6 45,24.3 8,30.8 13,35.9 54,67.9 1,43.1 49,37.5 53,46.7 17,33.3 32,28.6 11,39.6 24,48.3 47,69.2 20,-0.6 41,2022-02-22
2014,23,Kansas St.,B12,1,0–1 0–1,121.0 11,108.2 37,.7828 23,55.1 22,75.8 56,19.0 36,20.3 15,27.0 20,20.0 15,16.2 44,14.1 10,58.3 17,65.0 48,34.4 31,62.5 56,47.1 13,37.5 30,76.5 3,-0.10 29,2022-02-22
2015,24,Florida,SEC,1,0–1 0–1,126.6 3,113.5 44,.7786 24,51.7 31,51.6 24,13.4 19,9.0 53,22.9 32,34.3 51,31.0 22,31.7 38,54.5 23,48.9 23,32.0 35,38.9 36,43.1 17,28.6 7,63.7 45,-0.5 40,2022-02-22
2016,25,Texas A&M,SEC,1,1–0 1–0,120.4 12,108.4 39,.7684 25,63.2 10,74.4 55,12.9 14,28.8 3,24.1 27,11.8 4,43.9 7,24.4 25,70.6 3,66.7 49,34.8 29,54.2 53,40.4 22,53.3 51,67.9 28,+0.09 21,2022-02-22
2017,29,Georgia,SEC,1,0–1 0–1,124.3 6,119.9 51,.6027 29,74.4 2,63.2 47,28.8 54,12.9 42,11.8 53,24.1 30,24.4 32,43.9 50,66.7 7,70.6 54,54.2 4,34.8 27,53.3 5,40.4 35,70.2 14,-0.30 33,2022-02-22
2018,31,Missouri,SEC,1,0–1 0–1,107.0 30,107.3 34,.4937 31,41.3 48,52.4 30,19.1 37,13.2 41,22.2 35,31.6 47,44.2 6,30.6 33,43.8 42,43.2 11,25.0 50,50.0 50,38.5 26,29.0 9,67.8 29,-0.35 35,2022-02-22
2019,38,Oklahoma,B12,1,0–1 0–1,83.5 53,88.7 8,.3347 38,45.6 44,62.2 45,32.3 56,24.6 7,3.7 56,23.8 27,4.4 56,18.4 16,40.0 48,74.2 56,35.0 28,27.8 9,44.4 15,36.7 28,65.9 38,-0.12 30,2022-02-22
2020,39,Michigan St.,B10,1,0–1 0–1,91.8 46,98.0 21,.3191 39,40.8 50,52.3 29,16.7 29,11.2 48,29.2 18,25.6 34,5.6 55,30.8 34,37.8 52,43.2 11,30.8 38,42.9 43,36.6 30,43.1 39,69.0 21,-0.18 31,2022-02-22
2021,43,Nebraska,B10,1,0–1 0–1,100.2 39,111.1 42,.2344 43,47.4 40,60.8 44,22.1 46,17.7 25,31.4 11,22.6 24,20.7 36,10.0 6,50.0 27,60.7 42,29.2 43,40.6 39,41.4 20,53.3 51,67.1 34,-0.49 38,2022-02-22
2022,49,Pittsburgh,ACC,1,0–1 0–1,92.7 45,110.0 40,.1222 49,52.9 25,62.9 46,28.2 53,16.9 27,29.4 16,20.7 18,32.7 18,27.6 28,57.1 19,60.5 41,29.4 40,45.0 46,32.7 40,34.5 21,70.2 14,-0.6 42,2022-02-22
2023,3,South Carolina,SEC,1,1–0 1–0,109.1 58,79.2 4,.9755 3,49.1 71,35.8 5,27.4 124,19.8 41,46.9 1,34.3 97,19.3 100,49.1 119,52.8 55,48.7 52,28.6 94,0.0 1,36.8 69,26.4 16,67.5 55,+0.31 14,2022-02-23
2024,7,Clemson,ACC,1,1–0 1–0,125.3 7,96.9 44,.9507 7,61.1 16,48.4 51,16.3 50,17.8 57,20.7 93,35.1 101,35.2 27,23.0 54,58.3 22,55.2 89,44.4 21,28.1 31,33.3 84,52.5 117,64.2 83,+0.40 7,2022-02-23
2025,10,Auburn,SEC,1,1–0 1–0,112.7 40,89.5 14,.9336 10,53.4 51,43.1 14,17.2 60,17.2 67,27.3 62,28.2 71,32.2 37,34.5 101,52.9 52,41.0 18,36.0 54,31.6 45,42.4 41,32.8 41,71.6 15,+0.20 26,2022-02-23
2026,11,LSU,SEC,1,0–1 0–1,113.9 35,91.3 19,.9271 11,44.7 104,49.0 52,12.4 19,18.6 50,28.6 54,44.0 122,31.6 40,65.3 126,38.7 116,56.8 99,34.6 64,16.7 6,45.6 30,24.5 9,63.8 87,-0.17 65,2022-02-23
2027,14,Michigan,B10,1,1–0 1–0,109.2 56,88.9 11,.9142 14,52.6 57,44.4 22,17.6 64,13.2 101,22.6 86,19.4 29,17.2 107,11.1 4,55.6 36,49.0 55,31.8 82,16.7 6,37.9 64,19.0 3,70.3 25,+0.27 20,2022-02-23
2028,15,Boston College,ACC,1,1–0 1–0,108.0 62,88.0 10,.9137 15,57.5 31,50.9 65,20.4 95,28.2 4,28.6 54,37.5 107,22.6 77,14.8 15,60.5 17,45.2 26,33.3 66,39.1 87,28.3 107,42.6 89,63.8 87,+0.38 8,2022-02-23
2029,16,Duke,ACC,1,1–0 1–0,118.5 25,97.1 47,.9086 16,55.0 42,50.9 65,13.5 29,10.1 121,19.4 97,18.2 24,34.0 29,14.5 14,51.5 63,45.7 29,41.2 35,40.0 88,34.0 82,36.4 59,67.2 60,+0.6 2,2022-02-23
2030,17,Notre Dame,ACC,1,1–0 1–0,113.2 36,92.7 29,.9084 17,49.2 69,50.9 65,10.3 9,10.3 118,30.6 40,9.1 2,33.9 32,26.3 70,48.3 83,58.8 109,33.3 66,26.1 22,53.2 11,40.4 79,67.4 56,+0.35 10,2022-02-23
2031,18,Texas,B12,1,1–0 1–0,123.9 9,102.4 63,.8991 18,45.5 98,59.2 104,12.5 21,26.6 7,40.0 14,30.4 88,51.8 8,22.4 50,57.1 26,54.1 84,7.1 126,50.0 116,25.0 116,24.5 9,65.2 78,+0.43 5,2022-02-23
2032,22,TCU,B12,1,0–1 0–1,121.6 12,101.4 57,.8899 22,59.2 25,45.5 30,26.6 122,12.5 107,30.4 41,40.0 113,22.4 78,51.8 121,54.1 43,57.1 101,50.0 10,7.1 3,24.5 117,25.0 13,67.6 52,-0.20 67,2022-02-23
2033,23,Creighton,BE,1,1–0 1–0,109.7 54,91.9 22,.8848 23,57.0 33,45.6 32,21.7 105,7.6 127,23.5 82,26.1 62,18.8 101,11.3 6,65.0 7,42.6 20,29.2 92,36.8 79,37.5 66,23.8 6,71.6 15,+0.6 1,2022-02-23
2034,25,Kentucky,SEC,1,1–0 1–0,121.6 13,102.2 62,.8802 25,49.0 76,44.7 25,18.6 79,12.4 109,44.0 7,28.6 72,65.3 3,31.6 88,56.8 29,38.7 13,16.7 122,34.6 65,24.5 117,45.6 99,62.9 99,+0.45 4,2022-02-23
2035,28,Virginia,ACC,1,0–1 0–1,108.6 60,91.9 23,.8723 28,50.9 62,55.0 87,10.1 8,13.5 99,18.2 104,19.4 29,14.5 115,34.0 98,45.7 99,51.5 66,40.0 39,41.2 92,36.4 70,34.0 46,59.2 123,-0.34 74,2022-02-23
2036,29,West Virginia,B12,1,0–1 0–1,142.0 1,120.5 111,.8686 29,52.8 55,65.3 117,20.6 97,13.2 101,40.0 14,18.5 26,50.0 9,61.2 125,50.0 66,56.7 97,38.9 43,52.6 120,33.3 84,38.8 70,68.9 37,-0.35 75,2022-02-23
2037,33,Xavier,BE,1,0–1 0–1,121.3 15,104.0 70,.8545 33,44.9 103,58.8 100,15.4 45,20.2 36,42.6 9,35.9 103,31.6 40,42.6 113,46.7 94,48.7 52,26.3 104,48.3 115,24.1 121,42.6 89,63.0 98,-0.31 70,2022-02-23
2038,34,Georgia Tech,ACC,1,0–1 0–1,99.7 85,86.7 7,.8326 34,47.2 84,44.1 21,17.5 63,20.7 29,22.6 86,38.5 110,20.8 90,23.7 60,47.5 89,48.6 49,30.8 85,25.0 18,24.5 117,40.7 82,66.8 64,-0.49 84,2022-02-23
2039,36,Providence,BE,1,1–0 1–0,119.2 24,104.4 73,.8211 36,58.8 27,44.9 26,20.2 92,15.4 82,35.9 26,42.6 120,42.6 16,31.6 88,48.7 75,46.7 35,48.3 14,26.3 24,42.6 39,24.1 7,60.1 119,+0.34 11,2022-02-23
2040,40,Washington St.,P12,1,1–0 1–0,121.6 14,109.4 89,.7707 40,47.5 82,52.8 73,13.9 32,18.5 51,42.9 8,35.5 102,37.7 22,33.3 93,52.3 58,52.9 75,23.5 114,35.0 67,27.9 108,37.0 61,62.5 105,+0.18 28,2022-02-23
2041,42,Minnesota,B10,1,0–1 0–1,119.8 22,108.1 83,.7663 42,54.0 45,56.4 93,10.0 7,19.9 40,12.5 121,40.0 113,38.0 21,46.8 115,48.4 81,57.6 104,42.1 32,35.7 70,38.0 62,29.8 26,60.9 116,-0.6 87,2022-02-23
2042,43,Wisconsin,B10,1,1–0 1–0,116.5 28,105.5 78,.7584 43,56.4 36,54.0 83,19.9 89,10.0 122,40.0 14,12.5 7,46.8 14,38.0 108,57.6 25,48.4 47,35.7 58,42.1 97,29.8 102,38.0 66,62.1 109,+0.40 6,2022-02-23
2043,45,Iowa St.,B12,1,1–0 1–0,127.6 5,115.6 105,.7560 45,65.3 12,52.8 73,13.2 27,20.6 31,18.5 103,40.0 113,61.2 4,50.0 120,56.7 31,50.0 57,52.6 8,38.9 85,38.8 58,33.3 42,67.2 60,+0.32 13,2022-02-23
2044,46,Washington,P12,1,0–1 0–1,122.6 11,111.2 92,.7548 46,52.8 55,47.5 47,18.5 77,13.9 97,35.5 27,42.9 121,33.3 33,37.7 107,52.9 52,52.3 70,35.0 61,23.5 14,37.0 68,27.9 21,65.6 74,-0.34 73,2022-02-23
2045,47,Seton Hall,BE,1,1–0 1–0,104.2 71,94.5 35,.7541 47,45.2 101,46.3 41,20.0 90,23.1 18,40.5 13,30.3 86,17.7 106,22.2 48,47.5 89,44.4 23,27.3 101,33.3 54,35.5 75,33.3 42,68.4 40,+0.16 29,2022-02-23
2046,48,Syracuse,ACC,1,0–1 0–1,111.3 46,101.7 59,.7387 48,50.9 62,49.2 59,10.3 9,10.3 118,9.1 127,30.6 89,26.3 59,33.9 97,58.8 20,48.3 46,26.1 106,33.3 54,40.4 50,53.2 118,69.9 30,-0.31 71,2022-02-23
2047,49,Virginia Tech,ACC,1,1–0 1–0,102.5 79,94.4 34,.7198 49,44.1 108,47.2 44,20.7 99,17.5 66,38.5 19,22.6 41,23.7 68,20.8 39,48.6 78,47.5 39,25.0 108,30.8 43,40.7 47,24.5 9,62.0 110,+0.34 12,2022-02-23
2048,50,St. John's,BE,1,0–1 0–1,109.9 52,101.2 56,.7198 50,45.6 97,57.0 96,7.6 2,21.7 23,26.1 67,23.5 47,11.3 123,18.8 28,42.6 109,65.0 122,36.8 50,29.2 36,23.8 123,37.5 63,78.7 1,-0.7 91,2022-02-23
2049,52,Butler,BE,1,0–1 0–1,103.4 72,96.5 42,.6905 52,46.3 88,45.2 28,23.1 111,20.0 39,30.3 42,40.5 116,22.2 80,17.7 23,44.4 104,47.5 39,33.3 66,27.3 28,33.3 84,35.5 54,64.5 80,-0.40 80,2022-02-23
2050,54,Rutgers,B10,1,0–1 0–1,98.4 87,92.3 26,.6765 54,44.4 105,52.6 72,13.2 27,17.6 62,19.4 97,22.6 41,11.1 124,17.2 22,49.0 73,55.6 92,16.7 122,31.8 47,19.0 126,37.9 65,68.8 38,-0.28 69,2022-02-23
2051,59,Mississippi,SEC,1,0–1 0–1,105.5 66,100.0 54,.6493 59,43.1 114,53.4 78,17.2 60,17.2 67,28.2 58,27.3 67,34.5 28,32.2 92,41.0 111,52.9 75,31.6 83,36.0 72,32.8 88,42.4 88,66.9 63,-0.18 66,2022-02-23
2052,72,Wake Forest,ACC,1,0–1 0–1,109.2 55,108.7 86,.5121 72,48.4 78,61.1 112,17.8 72,16.3 79,35.1 28,20.7 35,23.0 75,35.2 102,55.2 38,58.3 107,28.1 98,44.4 105,52.5 12,33.3 42,68.1 45,-0.44 81,2022-02-23
2053,99,N.C. State,ACC,1,0–1 0–1,97.2 89,108.5 84,.2202 99,50.9 62,57.5 97,28.2 125,20.4 34,37.5 21,28.6 72,14.8 113,22.6 52,45.2 101,60.5 112,39.1 42,33.3 54,42.6 39,28.3 22,65.9 71,-0.8 110,2022-02-23
2054,105,Mississippi St.,SEC,1,0–1 0–1,90.4 110,104.1 72,.1653 105,35.8 124,49.1 54,19.8 88,27.4 5,34.3 31,46.9 127,49.1 10,19.3 29,48.7 75,52.8 74,0.0 128,28.6 32,26.4 112,36.8 60,62.6 101,-0.6 86,2022-02-23
2055,7,Arizona St.,P12,1,1–0 1–0,120.7 9,87.9 15,.9746 7,56.6 41,45.4 30,16.6 56,19.4 53,29.0 51,12.1 5,24.6 88,35.2 86,47.7 88,51.9 61,52.9 7,25.9 28,27.9 108,50.0 121,71.9 26,+0.5 4,2022-02-24
2056,9,Arizona,P12,1,1–0 1–0,117.3 20,86.5 13,.9710 9,60.6 25,47.0 40,19.0 77,17.8 66,25.7 70,17.8 27,18.3 105,31.3 72,58.1 30,42.9 23,42.9 30,36.0 72,39.4 49,37.3 72,85.1 1,+0.38 6,2022-02-24
2057,10,Oregon,P12,1,1–0 1–0,109.8 45,81.3 9,.9692 10,51.0 72,39.7 16,27.7 125,10.2 126,33.3 29,27.7 72,50.0 14,20.6 35,51.9 69,47.7 44,33.3 69,16.7 10,43.8 29,35.3 65,70.4 34,+0.6 3,2022-02-24
2058,13,Ohio St.,B10,1,1–0 1–0,133.8 2,104.6 61,.9445 13,57.7 36,57.1 94,15.4 44,15.4 88,21.7 92,33.3 99,61.5 4,27.0 59,52.5 65,47.4 42,50.0 10,48.0 117,23.1 126,39.7 85,71.7 29,+0.8 1,2022-02-24
2059,15,Indiana,B10,1,1–0 1–0,114.6 31,93.7 33,.9100 15,64.9 8,52.8 72,16.8 60,24.5 16,10.5 132,24.2 53,38.3 40,20.8 36,67.6 4,46.4 38,38.5 50,40.0 86,27.7 110,47.2 115,65.8 90,+0.24 11,2022-02-24
2060,31,Illinois,B10,1,0–1 0–1,118.8 16,107.7 77,.7547 31,57.1 37,57.7 97,15.4 44,15.4 88,33.3 29,21.7 41,27.0 74,61.5 128,47.4 90,52.5 68,48.0 16,50.0 118,39.7 47,23.1 7,73.8 16,-0.6 77,2022-02-24
2061,41,DePaul,BE,1,1–0 1–0,94.3 96,87.7 14,.6976 41,49.0 85,43.3 20,22.3 101,23.7 24,30.3 44,31.7 96,54.9 9,31.7 75,54.3 56,43.6 28,25.0 106,28.6 39,31.4 91,35.0 63,68.7 62,+0.26 9,2022-02-24
2062,44,Oregon St.,P12,1,0–1 0–1,110.5 44,103.3 57,.6846 44,60.8 23,49.3 49,20.8 89,19.6 49,19.4 100,36.4 111,33.8 51,33.8 80,55.3 50,50.0 52,50.0 10,31.8 52,27.7 110,29.7 35,70.3 36,-0.7 81,2022-02-24
2063,47,Maryland,B10,1,0–1 0–1,111.2 40,105.8 66,.6405 47,52.8 60,64.9 124,24.5 116,16.8 73,24.2 80,10.5 1,20.8 97,38.3 93,46.4 95,67.6 128,40.0 43,38.5 81,47.2 18,27.7 21,65.3 98,-0.29 69,2022-02-24
2064,52,UCLA,P12,1,0–1 0–1,95.5 91,92.4 26,.5939 52,39.7 117,51.0 61,10.2 7,27.7 8,27.7 61,33.3 99,20.6 98,50.0 118,47.7 88,51.9 61,16.7 121,33.3 54,35.3 68,43.8 103,68.0 71,-0.44 73,2022-02-24
2065,58,USC,P12,1,1–0 1–0,102.5 64,100.9 49,.5461 58,49.3 84,60.8 110,19.6 83,20.8 41,36.4 22,19.4 32,33.8 51,33.8 80,50.0 77,55.3 82,31.8 81,50.0 118,29.7 98,27.7 21,69.8 48,+0.19 15,2022-02-24
2066,64,Georgetown,BE,1,0–1 0–1,91.5 108,92.7 27,.4624 64,43.3 113,49.0 47,23.7 109,22.3 32,31.7 37,30.3 88,31.7 58,54.9 124,43.6 104,54.3 76,28.6 93,25.0 23,35.0 70,31.4 42,70.0 42,-0.8 99,2022-02-24
2067,70,Utah,P12,1,0–1 0–1,98.3 83,101.6 50,.4073 70,47.0 93,60.6 108,17.8 67,19.0 56,17.8 106,25.7 63,31.3 61,18.3 28,42.9 109,58.1 102,36.0 60,42.9 100,37.3 57,39.4 84,78.1 6,-0.38 71,2022-02-24
2068,93,Colorado,P12,1,0–1 0–1,100.7 72,115.6 101,.1696 93,45.4 102,56.6 91,19.4 80,16.6 75,12.1 128,29.0 80,35.2 47,24.6 44,51.9 69,47.7 44,25.9 105,52.9 125,50.0 11,27.9 24,71.9 26,-0.8 92,2022-02-24
2069,3,Iowa,B10,1,1–0 1–0,127.3 2,109.2 25,.8529 3,57.3 7,58.9 28,14.4 7,14.4 25,34.3 11,20.7 10,38.7 9,26.8 8,55.0 14,55.3 20,40.9 7,44.4 29,35.5 19,32.1 9,65.1 19,+0.40 1,2022-02-25
2070,5,Nebraska,B10,1,0–1 0–1,119.7 3,106.5 23,.7925 5,58.9 5,57.3 26,14.4 7,14.4 25,20.7 23,34.3 22,26.8 25,38.7 24,55.3 13,55.0 19,44.4 4,40.9 26,32.1 24,35.5 14,66.6 16,-0.41 18,2022-02-25
2071,7,Penn St.,B10,1,1–0 1–0,109.9 10,98.9 11,.7698 7,53.8 10,42.5 7,22.7 26,6.5 32,37.1 8,17.9 5,28.3 19,18.3 3,45.0 25,39.5 4,39.4 8,31.8 18,62.3 1,36.7 16,61.1 29,+0.24 5,2022-02-25
2072,13,Northwestern,B10,1,0–1 0–1,108.2 13,102.1 17,.6604 13,42.5 26,53.8 23,6.5 1,22.7 7,17.9 28,37.1 25,18.3 30,28.3 14,39.5 29,45.0 8,31.8 15,39.4 25,36.7 17,62.3 32,66.9 15,-0.5 21,2022-02-25
2073,1,Duke,ACC,1,1–0 1–0,163.9 1,99.9 117,.9966 1,65.4 16,53.4 190,9.8 17,11.4 253,53.1 1,32.3 211,26.2 176,16.9 37,60.6 42,60.0 243,46.9 29,26.3 69,49.2 30,32.2 84,60.9 284,+0.6 5,2022-02-26
2074,3,California,P12,1,1–0 1–0,102.8 148,64.7 1,.9952 3,48.0 178,27.5 1,10.8 29,12.6 233,18.8 240,19.0 55,15.7 263,27.5 125,56.7 77,24.2 1,23.8 245,22.2 34,41.2 108,35.3 122,56.7 291,+0.16 50,2022-02-26
2075,6,Providence,BE,1,1–0 1–0,118.1 42,79.3 9,.9899 6,54.2 95,34.7 7,10.7 28,12.2 242,18.8 240,19.0 55,16.9 254,25.4 103,52.6 119,39.4 28,38.1 86,19.2 21,35.6 163,44.1 221,65.6 202,+0.33 28,2022-02-26
2076,7,Notre Dame,ACC,1,1–0 1–0,134.1 7,90.4 51,.9894 7,68.8 8,37.7 18,14.9 107,10.4 269,23.1 194,20.0 64,28.6 160,26.2 114,57.6 71,41.5 51,56.5 3,20.0 22,41.1 109,32.8 89,66.2 193,+0.14 61,2022-02-26
2077,8,Texas A&M,SEC,1,1–0 1–0,133.4 8,94.4 75,.9817 8,59.0 44,47.1 103,14.4 92,19.2 95,34.6 54,33.3 221,46.0 48,46.2 246,61.1 37,46.7 94,35.7 107,31.8 141,28.0 246,42.3 200,64.3 224,+0.45 19,2022-02-26
2078,9,UCLA,P12,1,1–0 1–0,134.8 6,96.2 89,.9797 9,69.8 5,45.9 89,13.0 68,19.5 87,48.0 4,17.2 37,25.9 180,24.5 96,55.3 86,45.5 77,65.0 1,31.3 132,34.5 179,32.7 87,61.9 269,+0.19 41,2022-02-26
2079,10,Colorado,P12,1,1–0 1–0,118.0 43,85.1 29,.9772 10,51.6 121,44.1 72,14.5 95,23.3 45,32.4 75,29.4 187,23.4 209,43.1 224,55.1 89,45.5 77,26.7 210,27.8 93,23.4 273,35.3 122,63.9 236,+0.6 7,2022-02-26
2080,11,Seton Hall,BE,1,1–0 1–0,125.8 16,90.8 57,.9771 11,60.0 40,53.0 186,14.7 102,20.6 68,20.7 217,21.9 81,34.5 115,46.0 241,58.3 68,48.5 117,42.1 57,41.2 232,34.5 179,34.0 104,66.6 184,+0.6 6,2022-02-26
2081,14,North Carolina,ACC,1,1–0 1–0,123.2 22,92.5 62,.9642 14,56.3 73,44.7 81,22.7 241,9.9 275,46.4 6,23.3 100,41.1 76,25.8 110,64.9 20,41.0 44,26.3 217,33.3 147,33.9 190,40.9 181,70.6 74,+0.38 22,2022-02-26
2082,15,Baylor,B12,1,1–0 1–0,122.7 25,92.3 60,.9635 15,50.9 132,39.3 23,11.6 42,7.3 287,29.0 107,34.0 230,44.8 57,28.6 131,56.8 75,40.5 39,21.4 260,25.0 51,24.1 271,40.0 168,67.0 174,+0.7 2,2022-02-26
2083,17,Alabama,SEC,1,1–0 1–0,127.8 14,97.0 93,.9598 17,58.2 49,51.7 173,22.5 240,25.1 27,37.1 36,24.2 117,37.7 94,18.6 46,57.1 74,52.6 172,39.4 74,33.3 147,54.1 17,35.6 128,71.9 50,+0.19 44,2022-02-26
2084,19,Wake Forest,ACC,1,1–0 1–0,140.1 2,107.3 179,.9557 19,70.0 4,53.3 189,13.8 81,19.3 94,23.1 194,34.3 234,49.1 33,34.4 174,67.9 8,65.1 275,48.1 23,16.7 16,49.1 32,29.5 60,72.3 42,+0.16 52,2022-02-26
2085,21,Arkansas,SEC,1,1–0 1–0,117.1 45,89.8 46,.9549 21,52.6 112,48.5 121,17.4 157,17.4 135,25.8 151,40.0 268,29.3 151,19.7 55,57.5 72,51.0 148,27.8 194,26.7 78,31.0 218,22.7 16,68.5 124,+0.6 11,2022-02-26
2086,22,Michigan St.,B10,1,1–0 1–0,107.3 108,82.4 18,.9542 22,55.3 88,53.1 187,15.1 111,25.6 23,18.2 248,28.0 166,17.5 252,39.6 208,48.6 171,61.5 258,45.0 40,11.1 3,35.1 174,18.8 5,67.5 156,+0.6 13,2022-02-26
2087,23,Oklahoma,B12,1,1–0 1–0,105.5 119,81.7 15,.9498 23,47.2 186,42.2 54,21.6 229,21.6 61,22.2 204,17.5 41,42.6 70,29.3 141,45.5 213,39.5 32,33.3 125,33.3 147,38.9 130,25.9 30,65.0 211,+0.41 20,2022-02-26
2088,24,LSU,SEC,1,1–0 1–0,108.4 94,84.1 26,.9487 24,57.1 64,38.4 21,19.1 194,27.9 12,22.2 204,35.1 242,46.9 41,26.8 119,59.4 55,41.5 51,35.3 109,20.0 22,34.7 177,26.8 40,69.5 99,+0.12 68,2022-02-26
2089,26,Kansas,B12,1,0–1 0–1,121.1 28,95.1 80,.9415 26,39.3 270,50.9 156,7.3 5,11.6 250,34.0 63,29.0 184,28.6 160,44.8 235,40.5 252,56.8 217,25.0 232,21.4 32,40.0 118,24.1 22,68.5 124,-0.13 147,2022-02-26
2090,27,Wisconsin,B10,1,1–0 1–0,111.5 75,88.1 40,.9380 27,50.9 132,49.1 124,13.9 85,18.6 110,17.1 257,25.0 123,31.5 140,28.3 129,41.2 245,55.6 208,45.0 40,23.5 42,37.0 149,32.1 82,66.7 179,+0.5 16,2022-02-26
2091,28,Tennessee,SEC,1,1–0 1–0,102.9 147,81.2 14,.9379 28,37.7 274,39.2 22,25.0 265,16.7 152,51.2 2,25.0 123,44.3 62,23.1 80,31.1 288,43.9 70,37.5 90,20.8 29,26.2 255,36.9 140,69.0 113,+0.6 14,2022-02-26
2092,30,Auburn,SEC,1,0–1 0–1,104.2 132,83.2 21,.9297 30,39.2 271,37.7 18,16.7 138,25.0 28,25.0 161,51.2 291,23.1 213,44.3 231,43.9 222,31.1 5,20.8 263,37.5 197,36.9 153,26.2 35,71.8 55,-0.14 148,2022-02-26
2093,31,TCU,B12,1,1–0 1–0,120.3 31,96.2 88,.9291 31,56.0 77,64.0 273,19.7 208,30.3 4,24.1 177,16.7 29,46.0 48,25.6 108,55.9 82,71.4 288,37.5 90,33.3 147,32.0 212,34.9 117,66.9 177,+0.7 3,2022-02-26
2094,37,Texas Tech,B12,1,0–1 0–1,115.5 56,94.6 79,.9079 37,64.0 20,56.0 215,30.3 289,19.7 84,16.7 262,24.1 111,25.6 185,46.0 241,71.4 5,55.9 211,33.3 125,37.5 197,34.9 175,32.0 81,67.3 165,-0.29 152,2022-02-26
2095,38,Clemson,ACC,1,1–0 1–0,114.2 62,94.1 73,.9020 38,46.0 199,41.4 41,12.7 61,12.7 229,31.3 89,21.1 77,60.0 11,22.4 76,46.7 197,51.7 165,30.0 169,20.7 28,40.0 118,50.0 264,65.3 208,+0.40 21,2022-02-26
